itemid	version1	version2	category	main-type	lev-dist	lev-dist-class	lendiff-chars	lendiff-words	insertion	deletion	capitalization	whitespace	italics	punctuation	hyphenation	numbers	condensation	expansion	tbc
527-1	126	One hundred and twenty-six	script identifiable	numbers	26	major	23	4	0	0	0	0	0	0	0	1	0	0	0
529-1	Not nearly enough	I still don't have the	other	expansion	19	major	5	3	0	0	0	0	0	0	0	0	0	1	0
529-2	the	all that	other	expansion	6	major	5	1	0	0	0	0	0	0	0	0	0	1	0
539-1	12	twelve	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
541-1	gives a shit?	cares?	other	condensation	10	major	-7	-2	0	0	0	0	0	0	0	0	1	0	0
542-1		for	other	insertion	3	minor	3	0	1	0	0	0	0	0	0	0	0	0	0
543-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
544-1	meter	meters of	other	expansion	4	minor	4	1	0	0	0	0	0	0	0	0	0	1	0
544-2		now	other	insertion	3	minor	3	0	1	0	0	0	0	0	0	0	0	0	0
544-3	900	850	script identifiable	numbers	2	minor	0	0	0	0	0	0	0	0	0	1	0	0	0
549-1	expends	would expend	other	expansion	7	major	5	1	0	0	0	0	0	0	0	0	0	1	0
550-1	and	and.	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
556-1	cm	centimeters	other	expansion	9	major	9	0	0	0	0	0	0	0	0	0	0	1	0
556-2	whee!) and	wheel) and'	other	tbc	2	minor	1	1	0	0	0	0	0	0	0	0	0	0	1
557-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
557-2	Water Reclaimer	water reclaimer	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
558-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
558-2	250 L	250-liter	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
562-1	back-breaking	backbreaking	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
563-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
564-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
566-1	dust-storm	dust storm	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
567-1	*again*	again	script identifiable	italics	2	minor	-2	-2	0	0	0	0	1	0	0	0	0	0	0
567-2	*another*	another	script identifiable	italics	2	minor	-2	-2	0	0	0	0	1	0	0	0	0	0	0
571-1	may	might	other	tbc	4	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
575-1	comer	corner	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
576-1	12	twelve	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
577-1	son-of-a-bitch	son of a bitch	script identifiable	hyphenation	3	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
578-1	12	twelve	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
580-1		for us	other	insertion	6	major	6	1	1	0	0	0	0	0	0	0	0	0	0
583-1	in to 4	into four	script identifiable	numbers	5	minor	2	-1	0	0	0	0	0	0	0	1	0	0	0
583-2	2	two	script identifiable	numbers	3	minor	2	0	0	0	0	0	0	0	0	1	0	0	0
586-1	God speed,	Godspeed,	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
588-1		at least	other	insertion	8	major	8	1	1	0	0	0	0	0	0	0	0	0	0
588-2	full sized	full-sized	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
591-1	25.5 C,	25.5°C, I can make	script identifiable	numbers	12	major	11	2	0	0	0	0	0	0	0	1	0	0	0
591-2	will		other	deletion	4	minor	-4	0	0	1	0	0	0	0	0	0	0	0	0
591-3	quicker.	faster.	other	tbc	5	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
592-1	"""sunlight"""	"""sunlight,"""	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
594-1	40	forty	script identifiable	numbers	5	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
598-1	calories	calories,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
600-1	Albums	albums	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
607-1	"""Three's Company"""	Three's Company	script identifiable	punctuation	2	minor	-2	-2	0	0	0	0	0	1	0	0	0	0	0
609-1		in	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
609-2	in		other	deletion	2	minor	-2	0	0	1	0	0	0	0	0	0	0	0	0
609-3	I'd	I'll	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
611-1	There's	There!s	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
617-1	in. Equalize	in, equalize	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
618-1		with	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
620-1	pop tent	pop-tent	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
621-1	*hours*	hours	script identifiable	italics	2	minor	-2	-2	0	0	0	0	1	0	0	0	0	0	0
625-1	*can*	can	script identifiable	italics	2	minor	-2	-2	0	0	0	0	1	0	0	0	0	0	0
628-1	*rover*.	rover.	script identifiable	italics	2	minor	-2	-1	0	0	0	0	1	0	0	0	0	0	0
629-1	than	from	other	tbc	4	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
631-1	Mars and	Mars,	other	tbc	4	minor	-3	0	0	0	0	0	0	0	0	0	0	0	1
631-2	dead	dead,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
632-1	case	case,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
639-1	pop tents	pop-tents	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
641-1	fucking	screwing	other	tbc	5	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
646-1	by the	by.the	other	tbc	1	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
651-1	Botanist / Mechanical Engineer	botanist/mechanical engineer	other	tbc	5	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
651-2	was).	was.)	script identifiable	punctuation	2	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
652-1	Cleric.	cleric.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
653-1	"Water""."	"Water."""	script identifiable	punctuation	2	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
654-1	it	I	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
654-2	came up.		other	deletion	8	major	-8	-2	0	1	0	0	0	0	0	0	0	0	0
655-1	Boy	used it.	other	expansion	8	major	5	2	0	0	0	0	0	0	0	0	0	1	0
656-1		Boy,	other	insertion	4	minor	4	1	1	0	0	0	0	0	0	0	0	0	0
659-1	"""Three's Company."""	Three's Company.	script identifiable	punctuation	2	minor	-2	-1	0	0	0	0	0	1	0	0	0	0	0
663-1	boy	boy,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
663-2	*dangerous*.	dangerous.	script identifiable	italics	2	minor	-2	-1	0	0	0	0	1	0	0	0	0	0	0
670-1	water	water.	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
680-1	only		other	deletion	4	minor	-4	0	0	1	0	0	0	0	0	0	0	0	0
680-2		only	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
680-3	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
681-1	spacesuits	space suits	script identifiable	whitespace	1	minor	1	1	0	0	0	1	0	0	0	0	0	0	0
682-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
682-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
682-3	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
687-1	98 %	95 percent	script identifiable	numbers	8	major	6	0	0	0	0	0	0	0	0	1	0	0	0
689-1	Yay Oxygenator!	Yay, oxygenator!	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
690-1	thin. About 1/90th	thin-less than 1 percent of	script identifiable	numbers	19	major	9	2	0	0	0	0	0	0	0	1	0	0	0
696-1		away	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
696-2	away		other	deletion	4	minor	-4	0	0	1	0	0	0	0	0	0	0	0	0
698-1	is not	isn't	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
698-2	shit in to	mass into	other	tbc	5	minor	-1	-1	0	0	0	0	0	0	0	0	0	0	1
699-1	It left the	The	other	condensation	9	major	-8	-2	0	0	0	0	0	0	0	0	1	0	0
699-2	behind.	are still here.	other	expansion	12	major	8	2	0	0	0	0	0	0	0	0	0	1	0
701-1	high pressure	high-pressure	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
702-1	that	the fuel plant	other	expansion	10	major	10	2	0	0	0	0	0	0	0	0	0	1	0
703-1	5 days	ten sols	script identifiable	numbers	6	major	2	0	0	0	0	0	0	0	0	1	0	0	0
703-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
703-3	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
703-4	Oxygenator.	oxygenator.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
704-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
707-1	fuel-cells,	fuel cells,	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
710-1	only		other	deletion	4	minor	-4	0	0	1	0	0	0	0	0	0	0	0	0
710-2		only	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
717-1	23	twenty-three	script identifiable	numbers	12	major	10	1	0	0	0	0	0	0	0	1	0	0	0
724-1	just	just,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
729-1	Hydrazine.	hydrazine.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
730-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
731-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
731-2	*two*	two	script identifiable	italics	2	minor	-2	-2	0	0	0	0	1	0	0	0	0	0	0
733-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
734-1	a		other	deletion	1	minor	-1	0	0	1	0	0	0	0	0	0	0	0	0
734-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
736-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
736-2	work.	work,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
738-1	heat	hot	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
740-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
742-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
743-1	5	five	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
743-2	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
743-3	5	five	script identifiable	numbers	4	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
743-4	10	ten	script identifiable	numbers	3	minor	1	0	0	0	0	0	0	0	0	1	0	0	0
745-1	Hydrazine,	hydrazine,	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
747-1	Well	Well,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
749-1	slowly	slowly,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
751-1	I	1	script identifiable	numbers	1	minor	0	0	0	0	0	0	0	0	0	1	0	0	0
753-1	Chrissie	Chrissy	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
754-1	"""Three's Company"""	Three's Company	script identifiable	punctuation	2	minor	-2	-2	0	0	0	0	0	1	0	0	0	0	0
756-1	Chapter	CHAPTER	script-identifiable	capitalization	6	major	0	0	0	0	1	0	0	0	0	0	0	0	0
758-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
759-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
759-2	Hydrazine).	hydrazine).	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
760-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
762-1	20	twenty	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
762-2	10 L	10-liter	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
763-1	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
763-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
763-3	Atmospheric Regulator	atmospheric regulator	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
764-1	They'd	They'll	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
764-2	I'd	I'll	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
764-3		the	other	insertion	3	minor	3	0	1	0	0	0	0	0	0	0	0	0	0
766-1	1/2 L	half a liter	script identifiable	numbers	11	major	7	0	0	0	0	0	0	0	0	1	0	0	0
766-2	25	twenty-five	script identifiable	numbers	11	major	9	1	0	0	0	0	0	0	0	1	0	0	0
769-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
770-1	need	n?ed	other	tbc	1	minor	0	1	0	0	0	0	0	0	0	0	0	0	1
770-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
771-1	"""tank""."	"""tank."""	script identifiable	punctuation	2	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
774-1	50	fifty	script identifiable	numbers	5	minor	3	0	0	0	0	0	0	0	0	1	0	0	0
779-1	20	twenty	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
779-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
780-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
780-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
781-1	Oxygenator	oxygenator	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
781-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
782-1	Hydrazine, VERY SLOWLY,	hydrazine, very slowly,	script-identifiable	capitalization	11	major	0	0	0	0	1	0	0	0	0	0	0	0	0
782-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
785-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
787-1	Hydrazine,	hydrazine,	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
794-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
794-2	Water Reclaimer	water reclaimer	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
795-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
796-1	plenty	plenty'	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
803-1	"""Three's Company"""	Three's Company	script identifiable	punctuation	2	minor	-2	-2	0	0	0	0	0	1	0	0	0	0	0
806-1	entry.	entry,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
810-1	the	to	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
810-2	Hydrazine.	hydrazine.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
812-1	space-suit,	space suit,	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
812-2	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
820-1	all		other	deletion	3	minor	-3	0	0	1	0	0	0	0	0	0	0	0	0
820-2	Hydrazine and		other	deletion	13	major	-13	-1	0	1	0	0	0	0	0	0	0	0	0
821-1	having	bringing	other	tbc	5	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
821-2		of hydrazine	other	insertion	12	major	12	1	1	0	0	0	0	0	0	0	0	0	0
822-1	back-of-the-napkin	back-of-the-napkin,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
822-2	up, so why not bring	up. So I brought	other	condensation	13	major	-4	-1	0	0	0	0	0	0	0	0	1	0	0
822-3	in?	in. Why not?	other	expansion	9	major	9	2	0	0	0	0	0	0	0	0	0	1	0
824-1	%	percent	other	expansion	7	major	6	-1	0	0	0	0	0	0	0	0	0	1	0
829-1	Water Reclaimer.	water reclaimer.	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
830-1	(Sorry,	(sorry,	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
837-1	rovers	rovers,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
838-1	nothin'	nothin'.	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
844-1	now		other	deletion	3	minor	-3	0	0	1	0	0	0	0	0	0	0	0	0
844-2	would be	was	other	condensation	7	major	-5	-1	0	0	0	0	0	0	0	0	1	0	0
846-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
847-1	it	it,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
850-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
851-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
851-2	bowl.	bowl,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
852-1	un-dramatically	undramatically	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
856-1	is	are	other	tbc	3	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
857-1	than	from	other	tbc	4	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
857-2		of	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
859-1	(10 km	(10-kilometer	script identifiable	numbers	8	major	7	0	0	0	0	0	0	0	0	1	0	0	0
860-1	back,	back to Earth,	other	expansion	9	major	9	2	0	0	0	0	0	0	0	0	0	1	0
860-2	kg	kilograms	other	expansion	7	major	7	0	0	0	0	0	0	0	0	0	0	1	0
861-1	are	were	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
866-1	Hefty sized	Hefty-sized	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
867-1	super-sized	supersized	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
868-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
868-2	set-up	setup	script identifiable	hyphenation	1	minor	-1	-1	0	0	0	0	0	0	1	0	0	0	0
871-1	spacesuit	space suit	script identifiable	whitespace	1	minor	1	1	0	0	0	1	0	0	0	0	0	0	0
874-1	seven;	six;	other	tbc	4	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
874-2	crewmember and one spare.	crew member.	other	condensation	15	major	-13	-2	0	0	0	0	0	0	0	0	1	0	0
876-1	duct taped	duct-taped	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
880-1	1 cm	one centimeter	script identifiable	numbers	11	major	10	0	0	0	0	0	0	0	0	1	0	0	0
885-1	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
886-1	flame retardant	flame-retardant	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
891-1	catholic.	Catholic.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
894-1	son-of-a-bitch.	son of a bitch.	script identifiable	hyphenation	3	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
897-1	Ruining	If ruining	other	tbc	4	minor	3	1	0	0	0	0	0	0	0	0	0	0	1
897-2	Mars Vampires.	Martian vampires.	other	tbc	5	minor	3	0	0	0	0	0	0	0	0	0	0	0	1
901-1	to...	to ....	other	tbc	2	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
904-1	Fucker	It	other	condensation	6	major	-4	0	0	0	0	0	0	0	0	0	1	0	0
905-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
908-1		to	other	insertion	2	minor	2	0	1	0	0	0	0	0	0	0	0	0	0
910-1	I'd do	I did	other	tbc	3	minor	-1	-1	0	0	0	0	0	0	0	0	0	0	1
912-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
912-2	L,	liters,	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
912-3	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
914-1	short,	short.	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
914-2	when	When	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
914-3	L or	liters of	other	expansion	7	major	5	0	0	0	0	0	0	0	0	0	0	1	0
916-1	Well	Well,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
917-1	Hydrazine.	hydrazine.	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
920-1	ya.	ya,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
921-1	30 C	30°C	script identifiable	numbers	1	minor	0	0	0	0	0	0	0	0	0	1	0	0	0
922-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
922-2	in to	into	script identifiable	whitespace	1	minor	-1	-1	0	0	0	1	0	0	0	0	0	0	0
924-1	Water Reclaimer	water reclaimer	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
929-1		hearing	other	insertion	7	major	7	0	1	0	0	0	0	0	0	0	0	0	0
929-2	that are blaring	blare	other	condensation	12	major	-11	-2	0	0	0	0	0	0	0	0	1	0	0
933-1	Water Reclaimer	water reclaimer	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
934-1		was	other	insertion	3	minor	3	0	1	0	0	0	0	0	0	0	0	0	0
935-1	Water Reclaimer's	water reclaimer's	script-identifiable	capitalization	2	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
938-1	spacesuit	space suit	script identifiable	whitespace	1	minor	1	1	0	0	0	1	0	0	0	0	0	0	0
943-1	night	night,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
949-1	fucked	fucked,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
950-1	Ok,	Okay,	other	tbc	2	minor	2	0	0	0	0	0	0	0	0	0	0	0	1
952-1	archeologist,	archaeologist,	other	tbc	1	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
961-1	"""swimmingly"")"	"""Swimmingly""?)"	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
965-1	L,	liters,	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
965-2	O2.	O2!	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
966-1	25 L	25-liter	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
967-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
967-2	L.	liters.	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
968-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
968-2	that was	that's	other	tbc	3	minor	-2	0	0	0	0	0	0	0	0	0	0	0	1
969-1	*reclaim*	reclaim	script identifiable	italics	2	minor	-2	-2	0	0	0	0	1	0	0	0	0	0	0
969-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
971-1	L.	liters.	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
972-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
972-2	15	fifteen	script identifiable	numbers	7	major	5	0	0	0	0	0	0	0	0	1	0	0	0
974-1	50 L	50-liter	script identifiable	numbers	6	major	4	0	0	0	0	0	0	0	0	1	0	0	0
974-2		added	other	insertion	5	minor	5	0	1	0	0	0	0	0	0	0	0	0	0
974-3	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
974-4	added		other	deletion	5	minor	-5	0	0	1	0	0	0	0	0	0	0	0	0
975-1	is	was	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
976-1	I've	I'd	other	tbc	2	minor	-1	0	0	0	0	0	0	0	0	0	0	0	1
976-2	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
976-3	regulator	reclaimer	other	tbc	5	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
976-4	spacesuit-now-watertank.	space-suit-turned-water-tank.	other	expansion	7	major	5	2	0	0	0	0	0	0	0	0	0	1	0
978-1	L	liters	other	expansion	6	major	5	0	0	0	0	0	0	0	0	0	0	1	0
985-1	Oxygenator),	oxygenator),	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
985-2	among	between	other	tbc	7	major	2	0	0	0	0	0	0	0	0	0	0	0	1
987-1	problem, it's	problem. The Hab is	other	expansion	10	major	6	1	0	0	0	0	0	0	0	0	0	1	0
997-1	Hydrazine	hydrazine	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
998-1		that	other	insertion	4	minor	4	0	1	0	0	0	0	0	0	0	0	0	0
1000-1	bum.	burn.	other	tbc	2	minor	1	0	0	0	0	0	0	0	0	0	0	0	1
1002-1	Dammit,	Damn it,	other	tbc	2	minor	1	1	0	0	0	0	0	0	0	0	0	0	1
1003-1	Hydrogen	hydrogen	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
1007-1	fucking		other	deletion	7	major	-7	0	0	1	0	0	0	0	0	0	0	0	0
